,,,General Data,,,,,,,,,Time to Reach,,,,,,,
Generation,No of Tanks,Time (s),Tanks Reached,Tanks Destroyed,Towers,Tanks have Tower Genes,,,Tank1,Tank2,Tank3,Tank4,Tank5,Tank6,Tank7,Tank8,Tank9,Tank10,Average Time
4,10,3.81,10,0,0,2,,,2.76,3.21,3.27,3.4,3.27,3.15,3.4,3.21,3.74,3.67,3.31
5,10,5.05,10,0,0,4,,,3.2,2.88,3.27,2.82,3.54,3.07,3.14,4.22,4.98,3.88,3.5
6,10,6.11,10,0,0,0,,,3.15,3.67,2.96,3.21,4.6,4.2,6.04,4.13,3.4,3.54,3.89
7,10,3.9,10,0,0,0,,,3.47,3.54,3.07,3.4,3.4,3.2,3.83,3.33,2.94,3.27,3.34
8,10,4.5,10,0,0,0,,,3.15,3.62,3.08,3.08,3.15,4.01,3.93,4.43,3.69,3.53,3.57
9,10,3.84,10,0,0,0,,,2.87,2.94,3.63,2.81,3.01,3.63,3.77,3.07,2.94,3.29,3.2
10,10,3.87,10,0,0,0,,,3.16,2.9,3.79,3.16,2.9,3.16,3.09,3.43,3.09,3.16,3.18
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Generation,No of Tanks,Time (s),Tanks Reached,Tanks Destroyed,Towers,Tanks have Tower Genes,,,Tank1,Tank2,Tank3,Tank4,Tank5,Tank6,Tank7,Tank8,Tank9,Tank10,Average Time
1,10,10,1,7,1,7,,,5.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.53
2,10,9.07,3,7,1,10,,,#N/A,9.05,#N/A,#N/A,#N/A,#N/A,5.76,5.14,#N/A,#N/A,6.65
3,10,10,3,4,0,10,,,#N/A,#N/A,#N/A,3.26,5.9,3.29,#N/A,#N/A,#N/A,#N/A,7.1
4,10,10,8,0,0,3,,,4.47,4.52,3.22,8.35,4.79,7.62,4.07,6.98,#N/A,#N/A,6.41
5,10,4.68,10,0,0,1,,,3.19,3.25,3.25,4.54,3.31,4.61,3.92,3.45,3.38,3.65,3.65
6,10,3.73,10,0,0,0,,,3.16,3.23,3.23,3.44,3.03,3.66,3.03,3.23,2.78,3.03,3.18
7,10,5.65,10,0,0,0,,,3.44,4.28,2.83,2.89,3.24,5.58,4.08,3.1,3.64,3.17,3.62
8,10,4.38,10,0,0,0,,,4.31,3.29,3.36,3.36,3.22,3.08,4.04,3.43,3.36,2.89,3.43
9,10,3.69,10,0,0,0,,,3.5,3.06,3.12,3,3.43,3.43,3.63,3,2.88,3.31,3.24
10,10,4.51,10,0,0,0,,,3.16,4.23,2.76,2.89,4.44,2.89,2.89,3.23,2.96,3.37,3.28
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Generation,No of Tanks,Time (s),Tanks Reached,Tanks Destroyed,Towers,Tanks have Tower Genes,,,Tank1,Tank2,Tank3,Tank4,Tank5,Tank6,Tank7,Tank8,Tank9,Tank10,Average Time
1,10,10,1,7,1,7,,,6.86,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.99
2,10,10,2,3,0,5,,,8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.38,#N/A,9.52
3,10,10,4,0,0,0,,,#N/A,#N/A,3.98,5.38,#N/A,#N/A,8.48,#N/A,#N/A,6.66,8.48
4,10,10,8,0,0,0,,,#N/A,#N/A,3.31,2.71,4.04,3.63,3.13,3.57,3,2.89,4.64
5,10,4.48,10,0,0,0,,,4,3.45,3.25,3.73,2.92,2.79,2.73,3.45,4.34,4.41,3.51
6,10,4.41,10,0,0,0,,,3,2.87,3.25,4.34,3.06,3,3.06,3.32,2.94,4.13,3.3
7,10,4.26,10,0,0,0,,,4.04,2.79,2.96,3.69,3.03,4.19,3.49,3.55,3.22,3.55,3.45
8,10,4.21,10,0,0,0,,,4.01,4.14,3.75,3.75,3.19,3.01,3.13,3.49,3.68,3.75,3.59
9,10,3.77,10,0,0,0,,,3.14,2.8,3.35,3.41,3.48,3.41,2.87,3.7,3.07,3.28,3.25
10,10,3.71,10,0,0,0,,,3.05,3.18,3.12,2.86,3.65,3.18,2.99,3.65,2.92,3.18,3.18
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Generation,No of Tanks,Time (s),Tanks Reached,Tanks Destroyed,Towers,Tanks have Tower Genes,,,Tank1,Tank2,Tank3,Tank4,Tank5,Tank6,Tank7,Tank8,Tank9,Tank10,Average Time
1,10,10,1,8,1,8,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.97,#N/A,#N/A,6.51
2,10,10,3,4,0,7,,,4.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.08,3.11,6.87
3,10,10,5,0,0,8,,,#N/A,#N/A,#N/A,#N/A,3.34,#N/A,3.01,4.66,3.54,3.34,6.81
4,10,4.56,10,0,0,10,,,4.28,2.73,4.14,3.17,4.49,3.04,4.08,3.3,3.3,2.79,3.53
5,10,4.64,10,0,0,10,,,3.81,3.1,3.03,3.42,3.23,4.15,4.57,3.48,2.9,3.03,3.47
6,10,4.36,10,0,0,10,,,3.26,3.2,3.26,3.33,3.07,3,4.3,3.13,2.81,3.68,3.3
7,10,5.09,10,0,0,10,,,3.13,3.19,3.58,5.02,2.83,3,4.25,4.74,4.6,2.77,3.71
8,10,4.57,10,0,0,10,,,4.5,2.99,3.19,2.86,3.66,3.33,3.26,3.19,3.39,3.12,3.35
9,10,3.89,10,0,0,10,,,3.32,3.57,3.32,3.25,3.38,3.13,3.13,3.13,3.25,3.82,3.33
10,10,4.54,10,0,0,10,,,3.19,2.95,3.07,4.42,3.25,4.47,2.95,3.13,3.31,4.34,3.51
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Generation,No of Tanks,Time (s),Tanks Reached,Tanks Destroyed,Towers,Tanks have Tower Genes,,,Tank1,Tank2,Tank3,Tank4,Tank5,Tank6,Tank7,Tank8,Tank9,Tank10,Average Time
1,10,10,1,5,1,5,,,#N/A,#N/A,#N/A,#N/A,#N/A,4,#N/A,#N/A,#N/A,#N/A,8.84
2,10,10,1,4,0,8,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.71,9.83
3,10,10,4,0,0,10,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.92,2.99,2.94,3.28,7.34
4,10,10,8,0,0,0,,,8.05,#N/A,#N/A,3.72,4.94,4.56,3.07,4.49,3.01,5.11,5.7
5,10,4.03,10,0,0,0,,,3.61,3.08,3.01,3.14,2.75,3.34,3.08,3.96,3.48,3.54,3.3
6,10,4.83,10,0,0,0,,,2.89,3.55,3.28,4.62,4.41,4.22,3.35,4.77,3.22,4.41,3.87
7,10,4.28,10,0,0,0,,,3.22,4.21,3.77,3.42,3.22,3.36,3.42,3.63,2.96,3.36,3.46
8,10,4.35,10,0,0,0,,,4,3.19,4.28,3.32,3,3.32,3.19,3.52,4.07,4.21,3.61
9,10,3.96,10,0,0,0,,,3.76,3.11,3.24,3.17,3.05,3.37,3.44,3.24,3.63,3.9,3.39
10,10,3.6,10,0,0,0,,,3.34,3.21,3.21,3.53,3.21,2.91,3.53,3.46,3.46,2.86,3.27
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
